UserId,Password,LotNumber
711043,copart1,43235106
721184,copart1,43245066
365146,copart6,43252896
584126,copart1,43264596
666134,copart1,43335626
711043,copart1,43337246
721184,copart1,43337496
365146,copart6,43339936
584126,copart1,43340946
666134,copart1,43341736
711043,copart1,43343306
721184,copart1,43346416
365146,copart6,43354886
584126,copart1,43359796
666134,copart1,43374816
711043,copart1,43460076
721184,copart1,43460656
365146,copart6,43483276
584126,copart1,43490956
666134,copart1,43492436
711043,copart1,43495296
721184,copart1,43498776
365146,copart6,43500016
584126,copart1,43516306
666134,copart1,43535306
711043,copart1,43542486
721184,copart1,43553506
365146,copart6,43636136
584126,copart1,43638726
666134,copart1,43640586
711043,copart1,43640806
721184,copart1,43643766
365146,copart6,43644186
584126,copart1,43644446
666134,copart1,43645956
711043,copart1,43646736
721184,copart1,43647796
365146,copart6,43648796
584126,copart1,43650946
666134,copart1,43651296
711043,copart1,43660456
721184,copart1,43675496
365146,copart6,43685286
584126,copart1,43697126
666134,copart1,43699156
711043,copart1,43708096
721184,copart1,43716586
365146,copart6,43776286
584126,copart1,43778986
666134,copart1,43779756
711043,copart1,43780286
721184,copart1,43784336
365146,copart6,43785376
584126,copart1,43786876
666134,copart1,43791486
711043,copart1,43797826
721184,copart1,43804696
365146,copart6,43816126
584126,copart1,43822586
666134,copart1,43833726
711043,copart1,43846306
721184,copart1,43907436
365146,copart6,43909176
584126,copart1,43910276
666134,copart1,43910676
711043,copart1,43912106
721184,copart1,43912486
365146,copart6,43912586
584126,copart1,43912726
666134,copart1,43912746
711043,copart1,43912816
721184,copart1,43914266
365146,copart6,43914816
584126,copart1,43915526
666134,copart1,43920626
711043,copart1,43920776
721184,copart1,43922416
365146,copart6,43926736
584126,copart1,43926776
666134,copart1,43927226
711043,copart1,43928286
721184,copart1,43929686
365146,copart6,43937716
584126,copart1,43940906
666134,copart1,43941196
711043,copart1,43946736
721184,copart1,43966286
365146,copart6,44034166
584126,copart1,44035386
666134,copart1,44035516
711043,copart1,44043066
721184,copart1,44045766
365146,copart6,44049366
584126,copart1,44071096
666134,copart1,44072456
711043,copart1,44080606
721184,copart1,44094766
365146,copart6,44156076
584126,copart1,44156666
666134,copart1,44157036
711043,copart1,44161696
721184,copart1,44177076
365146,copart6,44177796
584126,copart1,44178196
666134,copart1,44188566
711043,copart1,44190416
721184,copart1,44191316
365146,copart6,44195976
584126,copart1,44196106
666134,copart1,44212056
711043,copart1,44215646
721184,copart1,44217546
365146,copart6,44222546
584126,copart1,44222906
666134,copart1,44228206
711043,copart1,44231516
721184,copart1,44338756
365146,copart6,44338886
584126,copart1,44340086
666134,copart1,44342406
711043,copart1,44342646
721184,copart1,44345776
365146,copart6,44346246
584126,copart1,44347306
666134,copart1,44353116
711043,copart1,44356686
721184,copart1,44366316
365146,copart6,44372236
584126,copart1,44372466
666134,copart1,44384896
711043,copart1,44387986
721184,copart1,44390176
365146,copart6,44406726
584126,copart1,44478956
666134,copart1,44479006
711043,copart1,44480386
721184,copart1,44481646
365146,copart6,44482406
584126,copart1,44483586
666134,copart1,44484136
711043,copart1,44485246
721184,copart1,44492536
365146,copart6,44497116
584126,copart1,44500686
666134,copart1,44500706
711043,copart1,44519206
721184,copart1,44528506
365146,copart6,44537766
584126,copart1,44537946
666134,copart1,44617306
711043,copart1,44618466
721184,copart1,44618476
365146,copart6,44622886
584126,copart1,44623736
666134,copart1,44624026
711043,copart1,44626916
721184,copart1,44627096
365146,copart6,44628666
584126,copart1,44631226
666134,copart1,44631736
711043,copart1,44639486
721184,copart1,44644906
365146,copart6,44648596
584126,copart1,44652736
666134,copart1,44654276
711043,copart1,44750446
721184,copart1,44751206
365146,copart6,44751236
584126,copart1,44751426
666134,copart1,44752906
711043,copart1,44753366
721184,copart1,44753826
365146,copart6,44755116
584126,copart1,44755256
666134,copart1,44756106
711043,copart1,44759176
721184,copart1,44759906
365146,copart6,44768606
584126,copart1,44772456
666134,copart1,44775336
711043,copart1,44784816
721184,copart1,44850356
365146,copart6,44900896
584126,copart1,45032176
666134,copart1,45033716
711043,copart1,45049306
721184,copart1,45056696
365146,copart6,45058886
584126,copart1,45071836
666134,copart1,45072256
711043,copart1,45173036
721184,copart1,45173576
365146,copart6,45174006
584126,copart1,45174426
666134,copart1,45178476
711043,copart1,45178496
721184,copart1,45180446
365146,copart6,45186556
584126,copart1,45187116
666134,copart1,45193386
711043,copart1,45200366
721184,copart1,45202116
365146,copart6,45217846
584126,copart1,45218766
666134,copart1,45231606
711043,copart1,45234866
721184,copart1,45310576
365146,copart6,45311316
584126,copart1,45311826
666134,copart1,45313046
711043,copart1,45313216
721184,copart1,45316316
365146,copart6,45427316
584126,copart1,45427446
666134,copart1,18032577
711043,copart1,18032887
721184,copart1,18034997
365146,copart6,18035017
584126,copart1,18036997
666134,copart1,18050807
711043,copart1,18053137
721184,copart1,18059617
365146,copart6,18067057
584126,copart1,18069537
666134,copart1,18073107
711043,copart1,18176677
721184,copart1,18185637
365146,copart6,18187087
584126,copart1,18203007
666134,copart1,18217267
711043,copart1,18308567
721184,copart1,18310057
365146,copart6,18310967
584126,copart1,18311487
666134,copart1,18312437
711043,copart1,18326757
721184,copart1,18328057
365146,copart6,18329257
584126,copart1,18437807
666134,copart1,18438247
711043,copart1,18443837
721184,copart1,18444147
365146,copart6,18447637
584126,copart1,18457767
666134,copart1,18490687
711043,copart1,39256705
721184,copart1,41244505
365146,copart6,41245175
584126,copart1,41245375
666134,copart1,13952316
711043,copart1,17359046
721184,copart1,20403446
365146,copart6,22963836
584126,copart1,22964486
666134,copart1,24334756
711043,copart1,24607026
721184,copart1,24668206
365146,copart6,25962836
584126,copart1,26872386
666134,copart1,27687636
711043,copart1,27841146
721184,copart1,28525616
365146,copart6,30138826
584126,copart1,30153366
666134,copart1,30244576
711043,copart1,30739776
721184,copart1,32161716
365146,copart6,32669116
584126,copart1,32677526
666134,copart1,33978916
711043,copart1,34415136
721184,copart1,34653666
365146,copart6,36511936
584126,copart1,36769476
666134,copart1,36780766
711043,copart1,36788876
721184,copart1,37172626
365146,copart6,37282296
584126,copart1,37527256
666134,copart1,37757576
711043,copart1,37962206
721184,copart1,38326396
365146,copart6,38775996
584126,copart1,38850636
666134,copart1,38867416
711043,copart1,38986166
721184,copart1,39009526
365146,copart6,39257426
584126,copart1,39402076
666134,copart1,39754876
711043,copart1,39765546
721184,copart1,39912566
365146,copart6,40031776
584126,copart1,40036766
666134,copart1,40078566
711043,copart1,40159886
721184,copart1,40161766
365146,copart6,40206156
584126,copart1,40277456
666134,copart1,40278356
711043,copart1,40405016
721184,copart1,40413486
365146,copart6,40421456
584126,copart1,40430336
666134,copart1,40559896
711043,copart1,40690726
721184,copart1,40742656
365146,copart6,40812806
584126,copart1,40842836
666134,copart1,40940826
711043,copart1,40964826
721184,copart1,40974546
365146,copart6,41082466
584126,copart1,41110436
666134,copart1,41111236
711043,copart1,41112746
721184,copart1,41114726
365146,copart6,41250646
584126,copart1,41366136
666134,copart1,41374666
711043,copart1,41491856
721184,copart1,41495006
365146,copart6,41498326
584126,copart1,41534486
666134,copart1,41539336
711043,copart1,42233036
721184,copart1,42235076
365146,copart6,42237506
584126,copart1,42237936
666134,copart1,42278656
711043,copart1,42290266
721184,copart1,42371386
365146,copart6,42374976
584126,copart1,42427096
666134,copart1,42507356
711043,copart1,42516986
721184,copart1,42536246
365146,copart6,42642616
584126,copart1,42643036
666134,copart1,42776866
711043,copart1,42786116
721184,copart1,42818526
365146,copart6,42846736
584126,copart1,42933626
666134,copart1,42937516
711043,copart1,42940166
721184,copart1,42942476
365146,copart6,42946396
584126,copart1,42989926
666134,copart1,43072876
711043,copart1,43074726
721184,copart1,43078606
365146,copart6,43083216
584126,copart1,43100996
666134,copart1,43114866
711043,copart1,43213936
721184,copart1,43231156
365146,copart6,43236576
584126,copart1,43263406
666134,copart1,43268376
711043,copart1,43337286
721184,copart1,43338296
365146,copart6,43356766
584126,copart1,43375466
666134,copart1,43387636
711043,copart1,43489646
721184,copart1,43495396
365146,copart6,43555926
584126,copart1,43558516
666134,copart1,43637656
711043,copart1,43639286
721184,copart1,43649456
365146,copart6,43687096
584126,copart1,43776056
666134,copart1,43781556
711043,copart1,43811276
721184,copart1,43832206
365146,copart6,43911626
584126,copart1,43912666
666134,copart1,43920056
711043,copart1,43928466
721184,copart1,43933076
365146,copart6,43956436
584126,copart1,44036216
666134,copart1,44036306
711043,copart1,44036526
721184,copart1,44038996
365146,copart6,44040496
584126,copart1,44041076
666134,copart1,44042156
711043,copart1,44042816
721184,copart1,44053466
365146,copart6,44155426
584126,copart1,44156646
666134,copart1,44159456
711043,copart1,44188096
721184,copart1,44188256
365146,copart6,44188756
584126,copart1,44189826
666134,copart1,44194156
711043,copart1,44195206
721184,copart1,44196896
365146,copart6,44196926
584126,copart1,44197576
666134,copart1,44202886
711043,copart1,44203626
721184,copart1,44204356
365146,copart6,44217046
584126,copart1,44226956
666134,copart1,44236276
711043,copart1,44258516
721184,copart1,44288326
365146,copart6,44340336
584126,copart1,44342316
666134,copart1,44342976
711043,copart1,44352496
721184,copart1,44368056
365146,copart6,44375066
584126,copart1,44478906
666134,copart1,44479356
711043,copart1,44481016
721184,copart1,44482586
365146,copart6,44483096
584126,copart1,44484806
666134,copart1,44485386
711043,copart1,44486006
721184,copart1,44493926
365146,copart6,44495016
584126,copart1,44500356
666134,copart1,44517666
711043,copart1,44524496
721184,copart1,44542186
365146,copart6,44621596
584126,copart1,44622636
666134,copart1,44633796
711043,copart1,44646236
721184,copart1,44648376
365146,copart6,44655626
584126,copart1,44661146
666134,copart1,44750746
711043,copart1,44750896
721184,copart1,44755716
365146,copart6,44756716
584126,copart1,44758326
666134,copart1,44759076
711043,copart1,44761196
721184,copart1,44768016
365146,copart6,44775466
584126,copart1,44793136
666134,copart1,44794416
711043,copart1,44799556
721184,copart1,44847586
365146,copart6,44862686
584126,copart1,44900576
666134,copart1,44900906
711043,copart1,44901496
721184,copart1,44932146
365146,copart6,45030856
584126,copart1,45031946
666134,copart1,45035686
711043,copart1,45036106
721184,copart1,45036296
365146,copart6,45038196
584126,copart1,45044716
666134,copart1,45069886
711043,copart1,45083816
721184,copart1,45085596
365146,copart6,45089006
584126,copart1,45172486
666134,copart1,45175366
711043,copart1,45175496
721184,copart1,45180306
365146,copart6,45180546
584126,copart1,45182276
666134,copart1,45200866
711043,copart1,45203176
721184,copart1,45214226
365146,copart6,45215156
584126,copart1,45310586
666134,copart1,45311446
711043,copart1,45312066
721184,copart1,45312746
365146,copart6,45313956
584126,copart1,45314296
666134,copart1,45314836
711043,copart1,45314916
721184,copart1,45315436
365146,copart6,45316096
584126,copart1,45318716
666134,copart1,45319096
711043,copart1,45320366
721184,copart1,45326826
365146,copart6,45327386
584126,copart1,45339966
666134,copart1,45339996
711043,copart1,45360866
721184,copart1,45427266
365146,copart6,17991067
584126,copart1,17995607
666134,copart1,18029987
711043,copart1,18030157
721184,copart1,18031347
365146,copart6,18031477
584126,copart1,18035057
666134,copart1,18035187
711043,copart1,18035777
721184,copart1,18036057
365146,copart6,18037707
584126,copart1,18041207
666134,copart1,18043887
711043,copart1,18049547
721184,copart1,18082077
365146,copart6,18088517
584126,copart1,18169467
666134,copart1,18170267
711043,copart1,18171217
721184,copart1,18174217
365146,copart6,18174827
584126,copart1,18175567
666134,copart1,18176057
711043,copart1,18176127
721184,copart1,18176857
365146,copart6,18177687
584126,copart1,18177877
666134,copart1,18178157
711043,copart1,18179207
721184,copart1,18179567
365146,copart6,18179637
584126,copart1,18185477
666134,copart1,18199307
711043,copart1,18202077
721184,copart1,18205837
365146,copart6,18209657
584126,copart1,18213547
666134,copart1,18215287
711043,copart1,18301987
721184,copart1,18304787
365146,copart6,18309147
584126,copart1,18309867
666134,copart1,18312347
711043,copart1,18326037
721184,copart1,18329997
365146,copart6,18330767
584126,copart1,18331627
666134,copart1,18346037
711043,copart1,18436237
721184,copart1,18437417
365146,copart6,18440177
584126,copart1,18442787
666134,copart1,18443257
711043,copart1,18444097
721184,copart1,18449407
365146,copart6,18452107
584126,copart1,18457637
666134,copart1,18558397
711043,copart1,18583817
721184,copart1,18583937
365146,copart6,18593667
584126,copart1,18593947
666134,copart1,18599397
711043,copart1,18610807
721184,copart1,18617507
365146,copart6,18629837
584126,copart1,18757517
666134,copart1,21320395
711043,copart1,22184405
721184,copart1,29949945
365146,copart6,39221325
584126,copart1,15579976
666134,copart1,17016156
711043,copart1,18730936
721184,copart1,20123926
365146,copart6,20866456
584126,copart1,21850836
666134,copart1,23240106
711043,copart1,25583926
721184,copart1,25592996
365146,copart6,25933866
584126,copart1,26217016
666134,copart1,26286956
711043,copart1,26553616
721184,copart1,26802926
365146,copart6,27448676
584126,copart1,29914226
666134,copart1,29920486
711043,copart1,29931236
721184,copart1,30983696
365146,copart6,31305586
584126,copart1,31419166
666134,copart1,33655376
711043,copart1,34144336
721184,copart1,34394546
365146,copart6,35156626
584126,copart1,35276306
666134,copart1,35523356
711043,copart1,35762246
721184,copart1,35895056
365146,copart6,36755426
584126,copart1,36755946
666134,copart1,36910856
711043,copart1,37152776
721184,copart1,37296066
365146,copart6,37398386
584126,copart1,37676456
666134,copart1,37830176
711043,copart1,37842016
721184,copart1,37932606
365146,copart6,38066306
584126,copart1,38067296
666134,copart1,38080576
711043,copart1,38108146
721184,copart1,38110166
365146,copart6,38220176
584126,copart1,38458506
666134,copart1,38489956
711043,copart1,38723426
721184,copart1,38724796
365146,copart6,38849716
584126,copart1,38975396
666134,copart1,38979476
711043,copart1,39025006
721184,copart1,39118776
365146,copart6,39152816
584126,copart1,39155616
666134,copart1,39166926
711043,copart1,39183196
721184,copart1,39249696
365146,copart6,39260126
584126,copart1,39371716
666134,copart1,39419936
711043,copart1,39439096
721184,copart1,39535826
365146,copart6,39679036
584126,copart1,39754896
666134,copart1,39769516
711043,copart1,39909476
721184,copart1,39910836
365146,copart6,39915076
584126,copart1,40032846
666134,copart1,40053156
711043,copart1,40153566
721184,copart1,40154676
365146,copart6,40157066
584126,copart1,40202476
666134,copart1,40276756
711043,copart1,40281506
721184,copart1,40290696
365146,copart6,40414376
584126,copart1,40414896
666134,copart1,40415386
711043,copart1,40415996
721184,copart1,40416796
365146,copart6,40421606
584126,copart1,40557286
666134,copart1,40565336
711043,copart1,40581276
721184,copart1,40703526
365146,copart6,40708526
584126,copart1,40820846
666134,copart1,40837826
711043,copart1,40938996
721184,copart1,40940306
365146,copart6,40964366
584126,copart1,40971096
666134,copart1,40974526
711043,copart1,40976416
721184,copart1,41053066
365146,copart6,41053986
584126,copart1,41079906
666134,copart1,41081136
711043,copart1,41082206
721184,copart1,41082736
365146,copart6,41091656
584126,copart1,41100476
666134,copart1,41100746
711043,copart1,41125846
721184,copart1,41228836
365146,copart6,41228846
584126,copart1,41228896
666134,copart1,41229866
711043,copart1,41234696
721184,copart1,41246706
365146,copart6,41258156
584126,copart1,41262226
666134,copart1,41272436
711043,copart1,41366096
721184,copart1,41369716
365146,copart6,41377416
584126,copart1,41385806
666134,copart1,41387296
711043,copart1,41397636
721184,copart1,41400166
365146,copart6,41412846
584126,copart1,41416876
666134,copart1,41465486
711043,copart1,41486176
721184,copart1,41486946
365146,copart6,41488116
584126,copart1,41489956
666134,copart1,41495316
711043,copart1,41500216
721184,copart1,41507876
365146,copart6,41507886
584126,copart1,41508436
666134,copart1,41509816
711043,copart1,41510266
721184,copart1,41510746
365146,copart6,41513366
584126,copart1,41517266
666134,copart1,41518816
711043,copart1,41519206
721184,copart1,41560856
365146,copart6,41574986
584126,copart1,42084366
666134,copart1,42084386
711043,copart1,42084446
721184,copart1,42089596
365146,copart6,42089806
584126,copart1,42091976
666134,copart1,42092026
711043,copart1,42131566
721184,copart1,42145776
365146,copart6,42233146
584126,copart1,42233326
666134,copart1,42234626
711043,copart1,42234676
721184,copart1,42234736
365146,copart6,42234826
584126,copart1,42234966
666134,copart1,42235016
711043,copart1,42235126
721184,copart1,42235196
365146,copart6,42235206
584126,copart1,42235396
666134,copart1,42235816
711043,copart1,42237696
721184,copart1,42242586
365146,copart6,42250876
584126,copart1,42253966
666134,copart1,42272246
711043,copart1,42284886
721184,copart1,42285056
365146,copart6,42371676
584126,copart1,42372266
666134,copart1,42373626
711043,copart1,42375106
721184,copart1,42375456
365146,copart6,42379966
584126,copart1,42380726
666134,copart1,42384346
711043,copart1,42392706
721184,copart1,42394546
365146,copart6,42402886
584126,copart1,42416236
666134,copart1,42423916
711043,copart1,42465626
721184,copart1,42502906
365146,copart6,42506556
584126,copart1,42506616
666134,copart1,42507556
711043,copart1,42508196
721184,copart1,42508596
365146,copart6,42512486
584126,copart1,42519536
666134,copart1,42523326
711043,copart1,42526966
721184,copart1,42535266
365146,copart6,42535896
584126,copart1,42541806
666134,copart1,42638536
711043,copart1,42640196
721184,copart1,42643606
365146,copart6,42643746
584126,copart1,42646696
666134,copart1,42656156
711043,copart1,42659706
721184,copart1,42760216
365146,copart6,42786506
584126,copart1,42786586
666134,copart1,42792146
711043,copart1,42800236
721184,copart1,42807156
365146,copart6,42809986
584126,copart1,42815856
666134,copart1,42826356
711043,copart1,42840796
721184,copart1,42847246
365146,copart6,42852676
584126,copart1,42857686
666134,copart1,42873796
711043,copart1,42874196
721184,copart1,42874516
365146,copart6,42876746
584126,copart1,42934786
666134,copart1,42935196
711043,copart1,42936466
721184,copart1,42937886
365146,copart6,42937906
584126,copart1,42940156
666134,copart1,42940776
711043,copart1,42941886
721184,copart1,42952066
365146,copart6,42952226
584126,copart1,42960736
666134,copart1,42965016
711043,copart1,42992416
721184,copart1,43073506
365146,copart6,43074406
584126,copart1,43074576
666134,copart1,43074976
711043,copart1,43076036
721184,copart1,43076206
365146,copart6,43076776
584126,copart1,43079066
666134,copart1,43084846
711043,copart1,43091856
721184,copart1,43103616
365146,copart6,43113776
584126,copart1,43127836
666134,copart1,43134106
711043,copart1,43134746
721184,copart1,43208296
365146,copart6,43208886
584126,copart1,43213966
666134,copart1,43214046
711043,copart1,43217246
721184,copart1,43221236
365146,copart6,43223136
584126,copart1,43227336
666134,copart1,43229406
711043,copart1,43232376
721184,copart1,43238676
365146,copart6,43251046
584126,copart1,43334746
666134,copart1,43335396
711043,copart1,43335426
721184,copart1,43337656
365146,copart6,43337986
584126,copart1,43338756
666134,copart1,43339836
711043,copart1,43342036
721184,copart1,43343496
365146,copart6,43344206
584126,copart1,43344216
666134,copart1,43345176
711043,copart1,43346306
721184,copart1,43349046
365146,copart6,43349996
584126,copart1,43356106
666134,copart1,43371856
711043,copart1,43378326
721184,copart1,43379426
365146,copart6,43459736
584126,copart1,43460756
666134,copart1,43462616
711043,copart1,43478396
721184,copart1,43479556
365146,copart6,43479576
584126,copart1,43488676
666134,copart1,43490196
711043,copart1,43490656
721184,copart1,43490866
365146,copart6,43490946
584126,copart1,43491936
666134,copart1,43495236
711043,copart1,43496756
721184,copart1,43498206
365146,copart6,43498356
584126,copart1,43498856
666134,copart1,43499166
711043,copart1,43500096
721184,copart1,43500716
365146,copart6,43502346
584126,copart1,43503686
666134,copart1,43507506
711043,copart1,43514626
721184,copart1,43515776
365146,copart6,43520546
584126,copart1,43521606
666134,copart1,43523376
711043,copart1,43524306
721184,copart1,43528856
365146,copart6,43529966
584126,copart1,43531606
666134,copart1,43532656
711043,copart1,43555636
721184,copart1,43566906
365146,copart6,43636396
584126,copart1,43636996
666134,copart1,43637056
711043,copart1,43637716
721184,copart1,43637726
365146,copart6,43638236
584126,copart1,43638466
666134,copart1,43639206
711043,copart1,43639636
721184,copart1,43640116
365146,copart6,43640256
584126,copart1,43641746
666134,copart1,43643136
711043,copart1,43644396
721184,copart1,43645086
365146,copart6,43646906
584126,copart1,43647076
666134,copart1,43647646
711043,copart1,43647906
721184,copart1,43654236
365146,copart6,43661426
584126,copart1,43662276
666134,copart1,43662516
711043,copart1,43662716
721184,copart1,43662726
365146,copart6,43665696
584126,copart1,43678356
666134,copart1,43680316
711043,copart1,43683586
721184,copart1,43685236
365146,copart6,43694366
584126,copart1,43696546
666134,copart1,43773506
711043,copart1,43774116
721184,copart1,43774126
365146,copart6,43774506
584126,copart1,43774936
666134,copart1,43775916
711043,copart1,43776906
721184,copart1,43777996
365146,copart6,43778906
584126,copart1,43779626
666134,copart1,43780426
711043,copart1,43780466
721184,copart1,43781136
365146,copart6,43781476
584126,copart1,43789636
666134,copart1,43800336
711043,copart1,43802906
721184,copart1,43806846
365146,copart6,43809486
584126,copart1,43810606
666134,copart1,43819516
711043,copart1,43837026
721184,copart1,43848276
365146,copart6,43852206
584126,copart1,43906266
666134,copart1,43906746
711043,copart1,43907106
721184,copart1,43907466
365146,copart6,43907946
584126,copart1,43908686
666134,copart1,43908726
711043,copart1,43909716
721184,copart1,43909976
365146,copart6,43911316
584126,copart1,43911586
666134,copart1,43912496
711043,copart1,43913406
721184,copart1,43913706
365146,copart6,43915066
584126,copart1,43915376
666134,copart1,43915556
711043,copart1,43915646
721184,copart1,43915686
365146,copart6,43920426
584126,copart1,43922146
666134,copart1,43922976
711043,copart1,43923336
721184,copart1,43924156
365146,copart6,43924446
584126,copart1,43924716
666134,copart1,43925526
711043,copart1,43926806
721184,copart1,43927796
365146,copart6,43927996
584126,copart1,43930686
666134,copart1,43931076
711043,copart1,43931566
721184,copart1,43932786
365146,copart6,43933496
584126,copart1,43936626
666134,copart1,43939976
711043,copart1,43949336
721184,copart1,43951096
365146,copart6,43951186
584126,copart1,43954066
666134,copart1,44037396
711043,copart1,44037546
721184,copart1,44037816
365146,copart6,44037946
