UserId,Password,LotNumber,
7446,copart1,34523625,
7449,copart1,34525065,
6048,copart1,34551905,
6131,copart1,34555685,
6146,copart1,34556995,
6178,copart1,34575205,
6193,copart1,34580335,
6200,copart1,34593165,
6219,copart1,34593985,
6256,copart1,34598475,
6269,copart1,34599305,
6284,copart1,34189975,
6659,copart1,34191295,
6666,copart1,34194025,
6667,copart1,34194385,
6687,copart1,34223295,
6688,copart1,34224285,
6689,copart1,34227585,
6697,copart1,34248415,
6726,copart1,34270715,
6747,copart1,34294215,
6755,copart1,34294385,
6762,copart1,34330925,
6789,copart1,34331095,
6871,copart1,34331415,
6885,copart1,34333275,
6887,copart1,34357755,
6896,copart1,34357765,
6902,copart1,34359485,
6906,copart1,34362995,
6914,copart1,34370495,
6926,copart1,34398205,
7027,copart1,34402045,
7043,copart1,34427415,
7069,copart1,34427965,
7075,copart1,34430825,
7083,copart1,34431605,
7125,copart1,34463275,
7140,copart1,34486095,
7155,copart1,34486805,
7165,copart1,34498585,
7219,copart1,34499495,
7220,copart1,34513515,
7221,copart1,34513605,
7225,copart1,36474335,
7251,copart1,36592985,
7265,copart1,36734565,
7302,copart1,34213625,
7314,copart1,34189095,
7330,copart1,34194895,
7342,copart1,34215875,
7353,copart1,34217805,
7357,copart1,34218035,
7378,copart1,34221155,
7439,copart1,34415945,
7445,copart1,34871805,
7446,copart1,35075595,
7449,copart1,49841226,
6048,copart1,49843236,
6131,copart1,49843266,
6146,copart1,49843286,
6178,copart1,49843296,
6193,copart1,49843306,
6200,copart1,49843316,
6219,copart1,49843326,
6256,copart1,34827875,
6269,copart1,35326625,
6284,copart1,36268215,
6659,copart1,35250455,
6666,copart1,35569045,
6667,copart1,35464045,
6687,copart1,36363905,
6688,copart1,49846966,
6689,copart1,49840846,
6697,copart1,49841166,
6726,copart1,49841256,
6747,copart1,49841266,
6755,copart1,49841856,
6762,copart1,34255195,
6789,copart1,34260625,
6871,copart1,34283165,
6885,copart1,34288725,
6887,copart1,34291935,
6896,copart1,34297695,
6902,copart1,34298385,
6906,copart1,34411085,
6914,copart1,34414615,
6926,copart1,34415785,
7027,copart1,34419585,
7043,copart1,34430245,
7069,copart1,34436285,
7075,copart1,34447065,
7083,copart1,34458075,
7125,copart1,34461645,
7140,copart1,34465365,
7155,copart1,34467415,
7165,copart1,34480315,
7219,copart1,34483485,
7220,copart1,34486005,
7221,copart1,34517925,
7225,copart1,34521845,
7251,copart1,34526315,
7265,copart1,34535735,
7302,copart1,34536955,
7314,copart1,34540315,
7330,copart1,34546655,
7342,copart1,34546855,
7353,copart1,34546935,
7357,copart1,34553285,
7378,copart1,34562975,
7439,copart1,34792265,
7445,copart1,34794495,
7446,copart1,34794855,
7449,copart1,34804735,
6048,copart1,34809595,
6131,copart1,34822545,
6146,copart1,34839735,
6178,copart1,34841755,
6193,copart1,34846485,
6200,copart1,34856615,
6219,copart1,34857375,
6256,copart1,35037375,
6269,copart1,35047685,
6284,copart1,35057315,
6659,copart1,35063595,
6666,copart1,35068055,
6667,copart1,35077505,
6687,copart1,35085985,
6688,copart1,35416215,
6689,copart1,35418245,
6697,copart1,35447885,
6726,copart1,35463655,
6747,copart1,35484335,
6755,copart1,35486165,
6762,copart1,35487335,
6789,copart1,35491305,
6871,copart1,35656735,
6885,copart1,35676345,
6887,copart1,35688515,
6896,copart1,35708075,
6902,copart1,35711615,
6906,copart1,35728945,
6914,copart1,35737485,
6926,copart1,35765645,
7027,copart1,35785795,
7043,copart1,35796465,
7069,copart1,35796585,
7075,copart1,35967845,
7083,copart1,35980905,
7125,copart1,35981315,
7140,copart1,36005635,
7155,copart1,36005805,
7165,copart1,36012425,
7219,copart1,36016585,
7220,copart1,36026015,
7221,copart1,36027945,
7225,copart1,36033405,
7251,copart1,36203345,
7265,copart1,36208025,
7302,copart1,36247175,
7314,copart1,36247325,
7330,copart1,36260665,
7342,copart1,36274965,
7353,copart1,36520505,
7357,copart1,36528535,
7378,copart1,36528755,
7439,copart1,36553485,
7445,copart1,34171805,
7446,copart1,34335205,
7449,copart1,34341155,
6048,copart1,34344005,
6131,copart1,34346345,
6146,copart1,34355005,
6178,copart1,34359855,
6193,copart1,34651785,
6200,copart1,34654715,
6219,copart1,34659065,
6256,copart1,34661915,
6269,copart1,34673265,
6284,copart1,34682245,
6659,copart1,34684305,
6666,copart1,34687945,
6667,copart1,34688745,
6687,copart1,34689605,
6688,copart1,34699745,
6689,copart1,34704385,
6697,copart1,34950435,
6726,copart1,34960575,
6747,copart1,34961175,
6755,copart1,34963925,
6762,copart1,34971445,
6789,copart1,34972455,
6871,copart1,34979045,
6885,copart1,34979345,
6887,copart1,34985265,
6896,copart1,35016285,
6902,copart1,35201305,
6906,copart1,35201595,
6914,copart1,35209325,
6926,copart1,35211475,
7027,copart1,35224275,
7043,copart1,35234275,
7069,copart1,35248215,
7075,copart1,35350065,
7083,copart1,35352665,
7125,copart1,35354595,
7140,copart1,35355145,
7155,copart1,35359295,
7165,copart1,35366185,
7219,copart1,35369515,
7220,copart1,35370515,
7221,copart1,35387735,
7225,copart1,35401425,
7251,copart1,35402955,
7265,copart1,35406265,
7302,copart1,35584225,
7314,copart1,35624165,
7330,copart1,35633835,
7342,copart1,35816435,
7353,copart1,35816955,
7357,copart1,35825855,
7378,copart1,35831785,
7439,copart1,35832265,
7445,copart1,35836485,
7446,copart1,35836945,
7449,copart1,35837385,
6048,copart1,35842965,
6131,copart1,35864975,
6146,copart1,36052795,
6178,copart1,36058465,
6193,copart1,36077565,
6200,copart1,36278765,
6219,copart1,36325965,
6256,copart1,36492905,
6269,copart1,36593805,
6284,copart1,34173525,
6659,copart1,34179255,
6666,copart1,34183735,
6667,copart1,34189275,
6687,copart1,34203125,
6688,copart1,34204065,
6689,copart1,34204885,
6697,copart1,34207975,
6726,copart1,34216305,
6747,copart1,34226135,
6755,copart1,34232635,
6762,copart1,34233305,
6789,copart1,34235695,
6871,copart1,34241135,
6885,copart1,34241235,
6887,copart1,34241905,
6896,copart1,34564915,
6902,copart1,34599645,
6906,copart1,34626265,
6914,copart1,34628125,
6926,copart1,34632375,
7027,copart1,34632645,
7043,copart1,34636505,
7069,copart1,34641075,
7075,copart1,34858365,
7083,copart1,34864085,
7125,copart1,34899235,
7140,copart1,34912335,
7155,copart1,34913395,
7165,copart1,34917445,
7219,copart1,34917475,
7220,copart1,34933795,
7221,copart1,35094235,
7225,copart1,35096835,
7251,copart1,35098745,
7265,copart1,35099365,
7302,copart1,35122095,
7314,copart1,35124595,
7330,copart1,35125235,
7342,copart1,35126705,
7353,copart1,35126865,
7357,copart1,35140015,
7378,copart1,35143155,
7439,copart1,35143895,
7445,copart1,35154205,
7446,copart1,35159465,
7449,copart1,35165015,
6048,copart1,35168885,
6131,copart1,35177055,
6146,copart1,35258645,
6178,copart1,35267865,
6193,copart1,35278855,
6200,copart1,35281395,
6219,copart1,35310095,
6256,copart1,35312085,
6269,copart1,35313745,
6284,copart1,35493065,
6659,copart1,35493205,
6666,copart1,35496075,
6667,copart1,35497255,
6687,copart1,35497315,
6688,copart1,35503975,
6689,copart1,35506165,
6697,copart1,35518645,
6726,copart1,35526715,
6747,copart1,35555085,
6755,copart1,35556125,
6762,copart1,35561435,
6789,copart1,35565635,
6871,copart1,35570755,
6885,copart1,35895955,
6887,copart1,35898355,
6896,copart1,35905195,
6902,copart1,35918035,
6906,copart1,35931825,
6914,copart1,35935925,
6926,copart1,36119235,
7027,copart1,36140075,
7043,copart1,36144965,
7069,copart1,36145565,
7075,copart1,36152205,
7083,copart1,36161045,
7125,copart1,36162965,
7140,copart1,36171085,
7155,copart1,36171655,
7165,copart1,36174515,
7219,copart1,36186405,
7220,copart1,36186685,
7221,copart1,36186905,
7225,copart1,36361135,
7251,copart1,36375265,
7265,copart1,36378285,
7302,copart1,36383055,
7314,copart1,36386085,
7330,copart1,36400855,
7342,copart1,36411935,
7353,copart1,36412965,
7357,copart1,34262725,
7378,copart1,34264725,
7439,copart1,34272405,
7445,copart1,34292025,
7446,copart1,34292435,
7449,copart1,34292495,
6048,copart1,34300415,
6131,copart1,34301205,
6146,copart1,34310515,
6178,copart1,34316355,
6193,copart1,34316495,
6200,copart1,34317805,
6219,copart1,34318445,
6256,copart1,34318635,
6269,copart1,34319645,
6284,copart1,34416755,
6659,copart1,34417925,
6666,copart1,34418965,
6667,copart1,34436185,
6687,copart1,34439905,
6688,copart1,34446665,
6689,copart1,34450685,
6697,copart1,34451295,
6726,copart1,34452065,
6747,copart1,34452325,
6755,copart1,34453485,
6762,copart1,34460845,
6789,copart1,34468225,
6871,copart1,34475245,
6885,copart1,34480225,
6887,copart1,34485405,
6896,copart1,34489115,
6902,copart1,34490605,
6906,copart1,34490675,
6914,copart1,34491225,
6926,copart1,34492105,
7027,copart1,34497515,
7043,copart1,34499475,
7069,copart1,34519715,
7075,copart1,34520655,
7083,copart1,34521055,
7125,copart1,34530325,
7140,copart1,34532885,
7155,copart1,34532925,
7165,copart1,34533495,
7219,copart1,34535955,
7220,copart1,34536265,
7221,copart1,34538785,
7225,copart1,34541315,
7251,copart1,34543285,
7265,copart1,34543315,
7302,copart1,34543825,
7314,copart1,34550495,
7330,copart1,34551985,
7342,copart1,34718815,
7353,copart1,34718955,
7357,copart1,34719715,
7378,copart1,34789955,
7439,copart1,34805745,
7445,copart1,34807775,
7446,copart1,34817955,
7449,copart1,34818945,
6048,copart1,34831485,
6131,copart1,34832655,
6146,copart1,34833445,
6178,copart1,34834775,
6193,copart1,34837545,
6200,copart1,34838125,
6219,copart1,34838155,
6256,copart1,34844225,
6269,copart1,34848175,
6284,copart1,35022365,
6659,copart1,35027035,
6666,copart1,35040065,
6667,copart1,35040835,
6687,copart1,35046035,
6688,copart1,35048985,
6689,copart1,35049835,
6697,copart1,35057555,
6726,copart1,35058255,
6747,copart1,35061145,
6755,copart1,35063685,
6762,copart1,35066785,
6789,copart1,35073825,
6871,copart1,35074205,
6885,copart1,35076045,
6887,copart1,35076125,
6896,copart1,35076745,
6902,copart1,35077215,
6906,copart1,35077315,
6914,copart1,35080985,
6926,copart1,35081745,
7027,copart1,35415295,
7043,copart1,35417505,
7069,copart1,35423655,
7075,copart1,35425685,
7083,copart1,35428385,
7125,copart1,35431125,
7140,copart1,35431755,
7155,copart1,35432245,
7165,copart1,35438065,
7219,copart1,35446355,
7220,copart1,35461515,
7221,copart1,35465615,
7225,copart1,35466725,
7251,copart1,35468535,
7265,copart1,35471745,
7302,copart1,35474855,
7314,copart1,35480805,
7330,copart1,35483255,
7342,copart1,35491785,
7353,copart1,35649635,
7357,copart1,35653285,
7378,copart1,35675195,
7439,copart1,35683705,
7445,copart1,35714185,
7446,copart1,35714275,
7449,copart1,35719805,
6048,copart1,35725105,
6131,copart1,35739715,
6146,copart1,35740645,
6178,copart1,35741025,
6193,copart1,35742175,
6200,copart1,35744425,
6219,copart1,35750275,
6256,copart1,35752385,
6269,copart1,35753875,
6284,copart1,35755845,
6659,copart1,35756835,
6666,copart1,35758995,
6667,copart1,35770525,
6687,copart1,35770745,
6688,copart1,35773955,
6689,copart1,35774355,
6697,copart1,35795645,
6726,copart1,35801035,
6747,copart1,35967995,
6755,copart1,35982335,
6762,copart1,35989255,
6789,copart1,35990835,
6871,copart1,35996895,
6885,copart1,35997145,
6887,copart1,35997405,
6896,copart1,35997635,
6902,copart1,35997915,
6906,copart1,36011005,
6914,copart1,36017525,
6926,copart1,36028995,
7027,copart1,36035685,
7043,copart1,36214205,
7069,copart1,36214645,
7075,copart1,36220305,
7083,copart1,36220445,
7125,copart1,36224745,
7140,copart1,36243395,
7155,copart1,36244865,
7165,copart1,36263525,
7219,copart1,36263705,
7220,copart1,36264485,
7221,copart1,36267725,
7225,copart1,36539305,
7251,copart1,36545445,
7265,copart1,36561665,
7302,copart1,36566105,
7314,copart1,36573215,
7330,copart1,36573565,
7342,copart1,36665335,
7353,copart1,34330255,
7357,copart1,34333735,
7378,copart1,34334645,
7439,copart1,34340485,
7445,copart1,34342925,
7446,copart1,34364035,
7449,copart1,34366565,
6048,copart1,34377525,
6131,copart1,34378295,
6146,copart1,34397905,
6178,copart1,34401155,
6193,copart1,34658275,
6200,copart1,34658945,
6219,copart1,34659715,
6256,copart1,34664785,
6269,copart1,34666405,
6284,copart1,34666445,
6659,copart1,34677885,
6666,copart1,34685195,
6667,copart1,34691215,
6687,copart1,34693925,
6688,copart1,34698755,
6689,copart1,34699855,
6697,copart1,34705455,
6726,copart1,34708555,
6747,copart1,34710335,
6755,copart1,34710925,
6762,copart1,34941755,
6789,copart1,34946735,
6871,copart1,34950265,
6885,copart1,34959615,
6887,copart1,34960795,
6896,copart1,34968215,
6902,copart1,34969275,
6906,copart1,34974915,
6914,copart1,34976145,
6926,copart1,34977865,
7027,copart1,34981185,
7043,copart1,34987795,
7069,copart1,34990135,
7075,copart1,34999995,
7083,copart1,35006065,
7125,copart1,35012065,
7140,copart1,35018585,
7155,copart1,35185345,
7165,copart1,35194225,
7219,copart1,35196875,
7220,copart1,35207325,
7221,copart1,35208615,
7225,copart1,35208745,
7251,copart1,35214475,
7265,copart1,35214955,
7302,copart1,35215115,
7314,copart1,35235165,
7330,copart1,35237575,
7342,copart1,35242745,
7353,copart1,35248405,
7357,copart1,35350165,
7378,copart1,35351155,
7439,copart1,35368775,
7445,copart1,35371875,
7446,copart1,35372165,
7449,copart1,35381185,
6048,copart1,35381385,
6131,copart1,35385535,
6146,copart1,35395225,
6178,copart1,35396405,
6193,copart1,35406625,
6200,copart1,35410585,
6219,copart1,35579165,
6256,copart1,35593365,
6269,copart1,35593375,
6284,copart1,35596375,
6659,copart1,35599215,
6666,copart1,35599845,
6667,copart1,35609195,
6687,copart1,35609645,
6688,copart1,35612685,
6689,copart1,35614115,
6697,copart1,35617855,
6726,copart1,35619615,
6747,copart1,35621475,
6755,copart1,35623785,
6762,copart1,35627225,
6789,copart1,35628635,
6871,copart1,35808075,
6885,copart1,35818035,
6887,copart1,35818055,
6896,copart1,35820205,
6902,copart1,35825755,
6906,copart1,35828085,
6914,copart1,35843765,
6926,copart1,35848225,
7027,copart1,35849735,
7043,copart1,35850595,
7069,copart1,35863965,
7075,copart1,35868085,
7083,copart1,35868145,
7125,copart1,35870845,
7140,copart1,35871685,
7155,copart1,36052845,
7165,copart1,36061975,
7219,copart1,36067315,
7220,copart1,36073595,
7221,copart1,36074055,
7225,copart1,36075565,
7251,copart1,36077765,
7265,copart1,36081165,
7302,copart1,36083055,
7314,copart1,36084235,
7330,copart1,36087045,
7342,copart1,36087395,
7353,copart1,36088715,
7357,copart1,36089085,
7378,copart1,36089105,
7439,copart1,36090175,
7445,copart1,36099465,
7446,copart1,36104075,
7449,copart1,36104735,
6048,copart1,36110495,
6131,copart1,36281975,
6146,copart1,36287745,
6178,copart1,36288835,
6193,copart1,36294625,
6200,copart1,36296755,
6219,copart1,36299935,
6256,copart1,36301845,
6269,copart1,36321175,
6284,copart1,36323165,
6659,copart1,36329365,
6666,copart1,36329635,
6667,copart1,36335825,
6687,copart1,36341825,
6688,copart1,36430815,
6689,copart1,36432545,
6697,copart1,36448605,
6726,copart1,36449015,
6747,copart1,36449125,
6755,copart1,36462305,
6762,copart1,36479185,
6789,copart1,36500225,
6871,copart1,36510765,
6885,copart1,36593995,
6887,copart1,36594325,
6896,copart1,36617705,
6902,copart1,36623255,
6906,copart1,36635045,
6914,copart1,34177295,
6926,copart1,34201395,
7027,copart1,34221725,
7043,copart1,34223255,
7069,copart1,34223385,
7075,copart1,34225125,
7083,copart1,34227185,
7125,copart1,34229545,
7140,copart1,34234165,
7155,copart1,34236805,
7165,copart1,34238775,
7219,copart1,34241595,
7220,copart1,34572675,
7221,copart1,34573115,
7225,copart1,34577195,
7251,copart1,34579475,
7265,copart1,34583775,
7302,copart1,34585425,
7314,copart1,34587815,
7330,copart1,34589395,
7342,copart1,34593495,
7353,copart1,34595725,
7357,copart1,34597975,
7378,copart1,34602025,
7439,copart1,34607825,
7445,copart1,34610815,
7446,copart1,34611305,
7449,copart1,34621565,
6048,copart1,34635655,
6131,copart1,34636075,
6146,copart1,34640565,
6178,copart1,34640995,
6193,copart1,34864205,
6200,copart1,34866315,
6219,copart1,34886225,
6256,copart1,34893855,
6269,copart1,34896225,
6284,copart1,34901515,
6659,copart1,34909955,
6666,copart1,34915945,
6667,copart1,34916345,
6687,copart1,34916775,
6688,copart1,34921405,
6689,copart1,34924345,
6697,copart1,34925655,
6726,copart1,34927775,
6747,copart1,34932965,
6755,copart1,34933135,
6762,copart1,35105705,
6789,copart1,35124665,
6871,copart1,35125815,
6885,copart1,35130085,
6887,copart1,35135795,
6896,copart1,35150895,
6902,copart1,35164575,
6906,copart1,35169195,
6914,copart1,35171715,
6926,copart1,35173245,
7027,copart1,35176145,
7043,copart1,35177485,
7069,copart1,35177665,
7075,copart1,35260825,
7083,copart1,35267005,
7125,copart1,35269775,
7140,copart1,35273835,
7155,copart1,35283285,
7165,copart1,35284385,
7219,copart1,35284395,
7220,copart1,35286215,
7221,copart1,35290465,
7225,copart1,35291665,
7251,copart1,35292165,
7265,copart1,35292495,
7302,copart1,35292655,
7314,copart1,35295365,
7330,copart1,35295795,
7342,copart1,35301895,
7353,copart1,35302555,
7357,copart1,35306685,
7378,copart1,35313575,
7439,copart1,35315025,
7445,copart1,35315145,
7446,copart1,35319455,
7449,copart1,35320135,
6048,copart1,35325185,
6131,copart1,35497485,
6146,copart1,35497875,
6178,copart1,35506235,
6193,copart1,35513065,
6200,copart1,35517365,
6219,copart1,35520335,
6256,copart1,35523735,
6269,copart1,35525825,
6284,copart1,35566345,
6659,copart1,35566845,
6666,copart1,35568795,
6667,copart1,35569585,
6687,copart1,35878845,
6688,copart1,35880675,
6689,copart1,35884745,
6697,copart1,35887065,
6726,copart1,35888485,
6747,copart1,35889235,
6755,copart1,35915045,
6762,copart1,35921275,
6789,copart1,35934765,
6871,copart1,35936655,
6885,copart1,35939715,
6887,copart1,35939735,
6896,copart1,35945355,
6902,copart1,35946905,
6906,copart1,35952905,
6914,copart1,35955855,
6926,copart1,36119285,
7027,copart1,36122985,
7043,copart1,36125165,
7069,copart1,36126665,
7075,copart1,36131615,
7083,copart1,36140845,
7125,copart1,36151935,
7140,copart1,36152765,
7155,copart1,36163485,
7165,copart1,36165815,
7219,copart1,36166345,
7220,copart1,36166885,
7221,copart1,36178035,
7225,copart1,36180395,
7251,copart1,36183875,
7265,copart1,36184395,
7302,copart1,36187025,
7314,copart1,36188635,
7330,copart1,36363605,
7342,copart1,36364185,
7353,copart1,36369275,
7357,copart1,36372595,
7378,copart1,36374475,
7439,copart1,36378505,
7445,copart1,36379225,
7446,copart1,36382985,
7449,copart1,36388185,
6048,copart1,36400145,
6131,copart1,36402915,
6146,copart1,36414445,
6178,copart1,36419945,
6193,copart1,36421405,
6200,copart1,36422455,
6219,copart1,36428795,
6256,copart1,34252995,
6269,copart1,34271955,
6284,copart1,34287565,
6659,copart1,34295625,
6666,copart1,34295865,
6667,copart1,34312585,
6687,copart1,34324175,
6688,copart1,34326545,
6689,copart1,34416405,
6697,copart1,34417585,
6726,copart1,34434975,
6747,copart1,34436835,
6755,copart1,34445125,
6762,copart1,34456625,
6789,copart1,34461415,
6871,copart1,34466755,
6885,copart1,34481115,
6887,copart1,34483065,
6896,copart1,34488435,
6902,copart1,34506655,
6906,copart1,34525525,
6914,copart1,34540465,
6926,copart1,34543205,
7027,copart1,34544445,
7043,copart1,34555945,
7069,copart1,34717585,
7075,copart1,34719535,
7083,copart1,34794285,
7125,copart1,34802525,
7140,copart1,34809255,
7155,copart1,34811125,
7165,copart1,34840685,
7219,copart1,34847365,
7220,copart1,34850875,
7221,copart1,35027325,
7225,copart1,35028425,
7251,copart1,35035105,
7265,copart1,35048215,
7302,copart1,35066735,
7314,copart1,35067685,
7330,copart1,35080185,
7342,copart1,35087795,
7353,copart1,35432865,
7357,copart1,35435695,
7378,copart1,35438665,
7439,copart1,35448745,
7445,copart1,35451095,
7446,copart1,35452175,
7449,copart1,35457105,
6048,copart1,35463035,
6131,copart1,35469115,
6146,copart1,35474675,
6178,copart1,35477325,
6193,copart1,35488215,
6200,copart1,35489275,
6219,copart1,35491035,
6256,copart1,35649675,
6269,copart1,35675275,
6284,copart1,35677255,
6659,copart1,35688675,
6666,copart1,35691605,
6667,copart1,35699845,
6687,copart1,35701205,
6688,copart1,35706615,
6689,copart1,35711945,
6697,copart1,35729855,
6726,copart1,35739845,
6747,copart1,35749775,
6755,copart1,35755315,
6762,copart1,35759855,
6789,copart1,35761525,
6871,copart1,35764775,
6885,copart1,35786705,
6887,copart1,35787605,
6896,copart1,35791425,
6902,copart1,35979245,
6906,copart1,35985605,
6914,copart1,36007595,
6926,copart1,36014645,
7027,copart1,36039035,
7043,copart1,36211745,
7069,copart1,36215225,
7075,copart1,36246425,
7083,copart1,36270215,
7125,copart1,36277185,
7140,copart1,36546595,
7155,copart1,36561505,
7165,copart1,36562655,
7219,copart1,36575205,
7220,copart1,34333875,
7221,copart1,34337935,
7225,copart1,34346415,
7251,copart1,34356645,
7265,copart1,34392805,
7302,copart1,34649365,
7314,copart1,34649375,
7330,copart1,34649655,
7342,copart1,34649955,
7353,copart1,34650455,
7357,copart1,34652715,
7378,copart1,34656965,
7439,copart1,34662795,
7445,copart1,34666735,
7446,copart1,34677605,
7449,copart1,34692445,
6048,copart1,34692965,
6131,copart1,34701365,
6146,copart1,34704275,
6178,copart1,34708975,
6193,copart1,34943745,
6200,copart1,34953655,
6219,copart1,34967535,
6256,copart1,34968085,
6269,copart1,34970675,
6284,copart1,34972245,
6659,copart1,34983605,
6666,copart1,35000225,
6667,copart1,35013695,
6687,copart1,35017475,
6688,copart1,35188285,
6689,copart1,35192095,
6697,copart1,35207135,
6726,copart1,35243895,
6747,copart1,35251295,
6755,copart1,35342665,
6762,copart1,35345835,
6789,copart1,35349265,
6871,copart1,35351405,
6885,copart1,35359895,
6887,copart1,35360355,
6896,copart1,35364205,
6902,copart1,35364955,
6906,copart1,35375095,
6914,copart1,35379065,
6926,copart1,35382925,
7027,copart1,35389905,
7043,copart1,35392615,
7069,copart1,35405625,
7075,copart1,35580985,
7083,copart1,35588715,
7125,copart1,35589385,
7140,copart1,35590755,
7155,copart1,35608335,
7165,copart1,35611655,
7219,copart1,35616195,
7220,copart1,35619105,
7221,copart1,35621595,
7225,copart1,35630955,
7251,copart1,35825175,
