UserId,Password,LotNumber
33551,copart123,50365376
33516,copart123,50365386
33517,copart123,50365396
33519,copart123,50365406
33520,copart123,50365476
33524,copart123,50365496
33526,copart123,50365506
33527,copart123,50365516
33531,copart123,50365546
33533,copart123,50375506
33535,copart123,50351306
33537,copart123,16566846
33538,copart123,15871766
33539,copart123,15272666
33540,copart123,16437516
33541,copart123,16881296
33544,copart123,16065776
33545,copart123,16875386
33547,copart123,15349186
33548,copart123,16063796
33551,copart123,16477956
33516,copart123,14631326
33517,copart123,17033006
33519,copart123,16433576
33520,copart123,15713176
33524,copart123,16069446
33526,copart123,15458936
33527,copart123,15887776
33531,copart123,16568496
33533,copart123,17027746
33535,copart123,16428366
33537,copart123,16759276
33538,copart123,16673076
33539,copart123,16761406
33540,copart123,14723316
33541,copart123,16445516
33544,copart123,16428766
33545,copart123,16883446
33547,copart123,14608606
33548,copart123,15229196
33551,copart123,16065956
33516,copart123,16759196
33517,copart123,16074216
33519,copart123,16682576
33520,copart123,16660986
33524,copart123,14628846
33526,copart123,16563876
33527,copart123,16652946
33531,copart123,16430166
33533,copart123,17002426
33535,copart123,14631046
33537,copart123,16696686
33538,copart123,15156186
33539,copart123,17012436
33540,copart123,15835916
33541,copart123,15135086
33544,copart123,15739806
33545,copart123,16066076
33547,copart123,15357186
33548,copart123,16069276
33551,copart123,14696216
33516,copart123,15096966
33517,copart123,15963756
33519,copart123,15859486
33520,copart123,15085376
33524,copart123,16445886
33526,copart123,16883326
33527,copart123,16180806
33531,copart123,15623656
33533,copart123,14354296
33535,copart123,16308116
33537,copart123,17120456
33538,copart123,16768116
33539,copart123,14215726
33540,copart123,15725956
33541,copart123,15351396
33544,copart123,16659126
33545,copart123,16488846
33547,copart123,14600276
33548,copart123,14333266
33551,copart123,15866556
33516,copart123,15158926
33517,copart123,16805986
33519,copart123,14618616
33520,copart123,15709586
33524,copart123,16860196
33526,copart123,15582936
33527,copart123,16892476
33531,copart123,16693626
33533,copart123,16887976
33535,copart123,15831396
33537,copart123,16196386
33538,copart123,16454066
33539,copart123,15748896
33540,copart123,17116296
33541,copart123,17140186
33544,copart123,14324506
33545,copart123,14850486
33547,copart123,15609056
33548,copart123,16672396
33551,copart123,16115906
33516,copart123,15618856
33517,copart123,16919556
33519,copart123,15950416
33520,copart123,15581746
33524,copart123,14961386
33526,copart123,15965676
33527,copart123,16276606
33531,copart123,15150586
33533,copart123,15215346
33535,copart123,16998026
33537,copart123,16998506
33538,copart123,16719826
33539,copart123,14723836
33540,copart123,16081286
33541,copart123,16768246
33544,copart123,16650746
33545,copart123,16539196
33547,copart123,16064396
33548,copart123,14760346
33551,copart123,14734486
33516,copart123,15580516
33517,copart123,16859996
33519,copart123,14967596
33520,copart123,15713246
33524,copart123,16306766
33526,copart123,14675876
33527,copart123,16489566
33531,copart123,16893276
33533,copart123,16342606
33535,copart123,14641026
33537,copart123,16333356
33538,copart123,14478616
33539,copart123,15583876
33540,copart123,15096726
33541,copart123,16688406
33544,copart123,15106206
33545,copart123,16787276
33547,copart123,15852046
33548,copart123,14503236
33551,copart123,16612856
33516,copart123,16276726
33517,copart123,16776116
33519,copart123,15459496
33520,copart123,16999236
33524,copart123,16801256
33526,copart123,16766826
33527,copart123,16198036
33531,copart123,16176746
33533,copart123,15338626
33535,copart123,15222916
33537,copart123,14848526
33538,copart123,15336176
33539,copart123,14968296
33540,copart123,16882266
33541,copart123,14344216
33544,copart123,16307096
33545,copart123,15463136
33547,copart123,15704436
33548,copart123,17123526
33551,copart123,16775516
33516,copart123,17124496
33517,copart123,15863876
33519,copart123,15683606
33520,copart123,15752876
33524,copart123,16660806
33526,copart123,17113026
33527,copart123,15706496
33531,copart123,15750526
33533,copart123,15461396
33535,copart123,15715226
33537,copart123,14615406
33538,copart123,16216676
33539,copart123,15970086
33540,copart123,14726716
33541,copart123,16427436
33544,copart123,15137466
33545,copart123,16540116
33547,copart123,14779416
33548,copart123,15715706
33551,copart123,16004596
33516,copart123,15459976
33517,copart123,15834886
33519,copart123,15756186
33520,copart123,15708416
33524,copart123,15991526
33526,copart123,15982866
33527,copart123,16311156
33531,copart123,15950106
33533,copart123,16546526
33535,copart123,14963236
33537,copart123,15128026
33538,copart123,15746696
33539,copart123,16302076
33540,copart123,16436276
33541,copart123,15709106
33544,copart123,16178126
33545,copart123,15458956
33547,copart123,16655546
33548,copart123,14600916
33551,copart123,16180056
33516,copart123,16430106
33517,copart123,15712776
33519,copart123,13951136
33520,copart123,15353956
33524,copart123,16888346
33526,copart123,16308686
33527,copart123,16475576
33531,copart123,16195436
33533,copart123,14615786
33535,copart123,14466086
33537,copart123,15347396
33538,copart123,15585566
33539,copart123,14133156
33540,copart123,14578666
33541,copart123,16197236
33544,copart123,14833606
33545,copart123,16062076
33547,copart123,16212166
33548,copart123,16330066
33551,copart123,16880886
33516,copart123,15512186
33517,copart123,14847066
33519,copart123,14471346
33520,copart123,14078876
33524,copart123,14206696
33526,copart123,16326526
33527,copart123,14609966
33531,copart123,15579996
33533,copart123,14598926
33535,copart123,15596456
33537,copart123,15335056
33538,copart123,16176806
33539,copart123,14962126
33540,copart123,15583396
33541,copart123,15103536
33544,copart123,14355186
33545,copart123,14849626
33547,copart123,15584856
33548,copart123,15142166
33551,copart123,16650366
33516,copart123,14456216
33517,copart123,16380986
33519,copart123,16576396
33520,copart123,16070346
33524,copart123,16759286
33526,copart123,14326566
33527,copart123,16428016
33531,copart123,14430126
33533,copart123,16001056
33535,copart123,15837006
33537,copart123,15834826
33538,copart123,15759066
33539,copart123,16540786
33540,copart123,14323436
33541,copart123,15215536
33544,copart123,14559356
33545,copart123,16651636
33547,copart123,14653796
33548,copart123,15854146
33551,copart123,16098706
33516,copart123,14976126
33517,copart123,16553436
33519,copart123,16540106
33520,copart123,15219856
33524,copart123,16651516
33526,copart123,15714996
33527,copart123,14727256
33531,copart123,16908746
33533,copart123,15581266
33535,copart123,15599516
33537,copart123,15583486
33538,copart123,15878516
33539,copart123,14728466
33540,copart123,15489296
33541,copart123,15755276
33544,copart123,15128546
33545,copart123,15732206
33547,copart123,15739746
33548,copart123,17023456
33551,copart123,16442206
33516,copart123,14468356
33517,copart123,14444966
33519,copart123,16765376
33520,copart123,16286446
33524,copart123,15002186
33526,copart123,16178586
33527,copart123,15128586
33531,copart123,16219716
33533,copart123,16434606
33535,copart123,16154136
33537,copart123,17007966
33538,copart123,14472086
33539,copart123,16889636
33540,copart123,15510276
33541,copart123,15107386
33544,copart123,16432136
33545,copart123,16306986
33547,copart123,16762266
33548,copart123,16296886
33551,copart123,16651796
33516,copart123,16654976
33517,copart123,15759236
33519,copart123,16435656
33520,copart123,15107466
33524,copart123,15733496
33526,copart123,15705416
33527,copart123,15608566
33531,copart123,15708116
33533,copart123,15390186
33535,copart123,15478366
33537,copart123,16761756
33538,copart123,15981546
33539,copart123,15950946
33540,copart123,16432796
33541,copart123,15839836
33544,copart123,16322016
33545,copart123,16460506
33547,copart123,15830896
33548,copart123,16062346
33551,copart123,15337896
33516,copart123,16302696
33517,copart123,16077576
33519,copart123,15123956
33520,copart123,16089866
33524,copart123,15460716
33526,copart123,14850656
33527,copart123,16462996
33531,copart123,14966456
33533,copart123,14467896
33535,copart123,14117806
33537,copart123,15463156
33538,copart123,16333166
33539,copart123,14963786
33540,copart123,14722696
33541,copart123,15341846
33544,copart123,15953886
33545,copart123,14565346
33547,copart123,16431396
33548,copart123,15462966
33551,copart123,17061976
33516,copart123,15620016
33517,copart123,15607496
33519,copart123,14887056
33520,copart123,16539576
33524,copart123,15875636
33526,copart123,15113356
33527,copart123,15768786
33531,copart123,15489786
33533,copart123,16064036
33535,copart123,16217606
33537,copart123,16200436
33538,copart123,15719056
33539,copart123,16300226
33540,copart123,15464526
33541,copart123,16343026
33544,copart123,15616366
33545,copart123,14887136
33547,copart123,16097656
33548,copart123,15336676
33551,copart123,16063456
33516,copart123,14739026
33517,copart123,15890896
33519,copart123,16174296
33520,copart123,14608336
33524,copart123,15218116
33526,copart123,16665026
33527,copart123,16434016
33531,copart123,15467156
33533,copart123,16068946
33535,copart123,14103386
33537,copart123,16179856
33538,copart123,16547776
33539,copart123,15103416
33540,copart123,14332376
33541,copart123,16183806
33544,copart123,15129296
33545,copart123,14962356
33547,copart123,15352546
33548,copart123,16855176
33551,copart123,14327206
33516,copart123,14724806
33517,copart123,15979586
33519,copart123,15111976
33520,copart123,15106156
33524,copart123,16561266
33526,copart123,16235106
33527,copart123,16540906
33531,copart123,16361286
33533,copart123,15947186
33535,copart123,14965246
33537,copart123,14979496
33538,copart123,15372946
33539,copart123,14853946
33540,copart123,16585396
33541,copart123,15116986
33544,copart123,14329586
33545,copart123,16475116
33547,copart123,16662626
33548,copart123,15462016
33551,copart123,16001116
33516,copart123,15266866
33517,copart123,15112216
33519,copart123,16434426
33520,copart123,16316956
33524,copart123,15577266
33526,copart123,15340356
33527,copart123,16062366
33531,copart123,16572926
33533,copart123,15079276
33535,copart123,16765086
33537,copart123,15585796
33538,copart123,16657486
33539,copart123,15260426
33540,copart123,15598236
33541,copart123,16548776
33544,copart123,14968396
33545,copart123,14998996
33547,copart123,13985026
33548,copart123,16292346
33551,copart123,16312096
33516,copart123,16286346
33517,copart123,15731116
33519,copart123,15850106
33520,copart123,15614706
33524,copart123,14849756
33526,copart123,16284976
33527,copart123,14989806
33531,copart123,15615316
33533,copart123,14460916
33535,copart123,15627016
33537,copart123,15885056
33538,copart123,15738236
33539,copart123,15830856
33540,copart123,15727326
33541,copart123,15989806
33544,copart123,15720336
33545,copart123,14980246
33547,copart123,14328046
33548,copart123,15500496
33551,copart123,14052056
33516,copart123,15712676
33517,copart123,15474996
33519,copart123,16063166
33520,copart123,15461916
33524,copart123,16300276
33526,copart123,15835216
33527,copart123,14471356
33531,copart123,16698796
33533,copart123,16359896
33535,copart123,16182106
33537,copart123,16427936
33538,copart123,14640076
33539,copart123,16202576
33540,copart123,15995586
33541,copart123,16434686
33544,copart123,15854006
33545,copart123,16218026
33547,copart123,15471816
33548,copart123,14721806
33551,copart123,15351546
33516,copart123,15580836
33517,copart123,15764206
33519,copart123,16999156
33520,copart123,15009456
33524,copart123,17113636
33526,copart123,15106066
33527,copart123,16311576
33531,copart123,16759706
33533,copart123,15600036
33535,copart123,15580206
33537,copart123,14884376
33538,copart123,16328796
33539,copart123,14893916
33540,copart123,15465186
33541,copart123,15713106
33544,copart123,15462586
33545,copart123,15219546
33547,copart123,16855736
33548,copart123,15113026
33551,copart123,15965576
33516,copart123,16065746
33517,copart123,15214826
33519,copart123,16179736
33520,copart123,14091826
33524,copart123,15596776
33526,copart123,15989106
33527,copart123,14369306
33531,copart123,16302526
33533,copart123,14751526
33535,copart123,15832886
33537,copart123,16078866
33538,copart123,15586796
33539,copart123,13954596
33540,copart123,14207226
33541,copart123,16175046
33544,copart123,14846516
33545,copart123,15106916
33547,copart123,16794596
33548,copart123,15344836
33551,copart123,14637026
33516,copart123,16316076
33517,copart123,16069436
33519,copart123,14329066
33520,copart123,16291766
33524,copart123,15471056
33526,copart123,15461816
33527,copart123,16450726
33531,copart123,16310826
33533,copart123,16174056
33535,copart123,15391136
33537,copart123,15953776
33538,copart123,15855056
33539,copart123,14256516
33540,copart123,16069856
33541,copart123,14730976
33544,copart123,14993416
33545,copart123,14468346
33547,copart123,15499706
33548,copart123,14737816
33551,copart123,15242076
33516,copart123,16434756
33517,copart123,15583176
33519,copart123,14976526
33520,copart123,16308476
33524,copart123,16211626
33526,copart123,15464006
33527,copart123,15219236
33531,copart123,15837916
33533,copart123,16342106
33535,copart123,15951146
33537,copart123,15114856
33538,copart123,16308586
33539,copart123,15078846
33540,copart123,16884086
33541,copart123,15372786
33544,copart123,16543606
33545,copart123,15225536
33547,copart123,15132616
33548,copart123,16775936
33551,copart123,16461486
33516,copart123,15103556
33517,copart123,15713966
33519,copart123,16062286
33520,copart123,15356636
33524,copart123,16561126
33526,copart123,15143396
33527,copart123,15712416
33531,copart123,16192116
33533,copart123,15836956
33535,copart123,14856846
33537,copart123,15112166
33538,copart123,16217736
33539,copart123,14324906
33540,copart123,15951366
33541,copart123,16351036
33544,copart123,16306936
33545,copart123,14082096
33547,copart123,15500606
33548,copart123,15250796
33551,copart123,16695366
33516,copart123,16651586
33517,copart123,15856416
33519,copart123,14367516
33520,copart123,15590386
33524,copart123,15715816
33526,copart123,15486696
33527,copart123,15244656
33531,copart123,16573526
33533,copart123,14729456
33535,copart123,14722456
33537,copart123,15395066
33538,copart123,16358226
33539,copart123,14457176
33540,copart123,16214796
33541,copart123,15998876
33544,copart123,15077346
33545,copart123,16763526
33547,copart123,16859676
33548,copart123,16301336
33551,copart123,15956516
33516,copart123,15113956
33517,copart123,14411676
33519,copart123,14354736
33520,copart123,15145776
33524,copart123,16671176
33526,copart123,16550216
33527,copart123,15734876
33531,copart123,14833166
33533,copart123,15766636
33535,copart123,16313456
33537,copart123,16180016
33538,copart123,16300016
33539,copart123,15012216
33540,copart123,16216016
33541,copart123,14329406
33544,copart123,16778706
33545,copart123,15838846
33547,copart123,15463566
33548,copart123,16883906
33551,copart123,15721166
33516,copart123,14206676
33517,copart123,13959296
33519,copart123,16212746
33520,copart123,16547146
33524,copart123,14075896
33526,copart123,16574676
33527,copart123,16073716
33531,copart123,15834976
33533,copart123,15148876
33535,copart123,16292376
33537,copart123,16178446
33538,copart123,15337586
33539,copart123,14735266
33540,copart123,16659706
33541,copart123,16890396
33544,copart123,16214676
33545,copart123,16412606
33547,copart123,15715036
33548,copart123,15836196
33551,copart123,15584046
33516,copart123,15949216
33517,copart123,15155526
33519,copart123,14640116
33520,copart123,14979356
33524,copart123,15105106
33526,copart123,14620466
33527,copart123,15339276
33531,copart123,14606986
33533,copart123,16191136
33535,copart123,16315116
33537,copart123,16762696
33538,copart123,15711976
33539,copart123,14355456
33540,copart123,16181306
33541,copart123,15863666
33544,copart123,16061456
33545,copart123,14850876
33547,copart123,16298956
33548,copart123,16893396
33551,copart123,14848506
33516,copart123,14606546
33517,copart123,16432546
33519,copart123,16938206
33520,copart123,16180186
33524,copart123,14120746
33526,copart123,14596736
33527,copart123,15464166
33531,copart123,15713926
33533,copart123,15705106
33535,copart123,16328166
33537,copart123,15217176
33538,copart123,14077446
33539,copart123,15337706
33540,copart123,14468066
33541,copart123,16285046
33544,copart123,14473066
33545,copart123,14570896
33547,copart123,16302596
33548,copart123,15722146
33551,copart123,15077416
33516,copart123,15475076
33517,copart123,16067736
33519,copart123,15737886
33520,copart123,17031636
33524,copart123,16920996
33526,copart123,15612826
33527,copart123,16564766
33531,copart123,16073086
33533,copart123,16067326
33535,copart123,15106406
33537,copart123,16651486
33538,copart123,14596486
33539,copart123,14083846
33540,copart123,16430966
33541,copart123,16176346
33544,copart123,16882946
33545,copart123,16860696
33547,copart123,15105886
33548,copart123,14847056
33551,copart123,16652886
33516,copart123,14637186
33517,copart123,15348376
33519,copart123,15460026
33520,copart123,15351126
33524,copart123,14440066
33526,copart123,16213296
33527,copart123,14847286
33531,copart123,16428876
33533,copart123,15612756
33535,copart123,16108296
33537,copart123,15835436
33538,copart123,15584266
33539,copart123,14493156
33540,copart123,16458786
33541,copart123,16276466
33544,copart123,15340726
33545,copart123,15869866
33547,copart123,14378886
33548,copart123,16758796
33551,copart123,15338346
33516,copart123,15852996
33517,copart123,16066986
33519,copart123,15731906
33520,copart123,15746386
33524,copart123,16897436
33526,copart123,16312546
33527,copart123,15704706
33531,copart123,14334786
33533,copart123,15959656
33535,copart123,15862306
33537,copart123,15876566
33538,copart123,15953246
33539,copart123,15709026
33540,copart123,15882016
33541,copart123,16542106
33544,copart123,15338596
33545,copart123,16307326
33547,copart123,14976806
33548,copart123,15688436
33551,copart123,15718476
33516,copart123,15579106
33517,copart123,16066796
33519,copart123,14602866
33520,copart123,15010746
33524,copart123,16658136
33526,copart123,16352286
33527,copart123,16655566
33531,copart123,16882186
33533,copart123,16212206
33535,copart123,15954536
33537,copart123,16883746
33538,copart123,16107276
33539,copart123,15464936
33540,copart123,15761446
33541,copart123,16004526
33544,copart123,14486986
33545,copart123,16762576
33547,copart123,16113036
33548,copart123,15831646
33551,copart123,15013016
33516,copart123,16061856
33517,copart123,15114656
33519,copart123,16309916
33520,copart123,13988656
33524,copart123,15714006
33526,copart123,16762516
33527,copart123,16286286
33531,copart123,16699816
33533,copart123,15685366
33535,copart123,16652246
33537,copart123,16189966
33538,copart123,14597476
33539,copart123,14984036
33540,copart123,14898956
33541,copart123,15512986
33544,copart123,15988126
33545,copart123,15707996
33547,copart123,16762296
33548,copart123,16431526
33551,copart123,16542836
33516,copart123,16433226
33517,copart123,16558426
33519,copart123,15509106
33520,copart123,16761936
33524,copart123,14631116
33526,copart123,16941416
33527,copart123,15758016
33531,copart123,15010456
33533,copart123,16302616
33535,copart123,14850046
33537,copart123,16650486
33538,copart123,16658546
33539,copart123,15968976
33540,copart123,15216006
33541,copart123,16539446
33544,copart123,16432926
33545,copart123,16763826
33547,copart123,15117036
33548,copart123,14335336
33551,copart123,15361546
33516,copart123,16542426
33517,copart123,16656986
33519,copart123,14722766
33520,copart123,15974006
33524,copart123,16885036
33526,copart123,16855846
33527,copart123,16764626
33531,copart123,16002686
33533,copart123,15217586
33535,copart123,16173906
33537,copart123,16651436
33538,copart123,16068556
33539,copart123,15878496
33540,copart123,16656306
33541,copart123,14741846
33544,copart123,14485306
33545,copart123,16174076
33547,copart123,16178946
33548,copart123,14997506
33551,copart123,16210816
33516,copart123,14979536
33517,copart123,16364796
33519,copart123,16427596
33520,copart123,14616216
33524,copart123,15749646
33526,copart123,14856976
33527,copart123,16301526
33531,copart123,15952616
33533,copart123,15842096
33535,copart123,15478326
33537,copart123,14495236
33538,copart123,15143306
33539,copart123,16109066
33540,copart123,15586926
33541,copart123,14612816
33544,copart123,14117546
33545,copart123,14489326
33547,copart123,14209766
33548,copart123,15603796
33551,copart123,16800956
33516,copart123,15866916
33517,copart123,15592026
33519,copart123,15592746
33520,copart123,15132296
33524,copart123,14472366
33526,copart123,15260176
33527,copart123,15841876
33531,copart123,16460636
33533,copart123,16428906
33535,copart123,14325546
33537,copart123,16276526
33538,copart123,16434746
33539,copart123,15852186
33540,copart123,16216176
33541,copart123,15118926
33544,copart123,15989836
33545,copart123,15965656
33547,copart123,16861796
33548,copart123,16433546
33551,copart123,15953206
33516,copart123,16429976
33517,copart123,15377996
33519,copart123,16774596
33520,copart123,15743186
33524,copart123,16210896
33526,copart123,16346916
33527,copart123,16174796
33531,copart123,13966756
33533,copart123,13965016
33535,copart123,16776896
33537,copart123,15259326
33538,copart123,16891116
33539,copart123,16070266
33540,copart123,15971126
33541,copart123,14843946
33544,copart123,16174656
33545,copart123,16761886
33547,copart123,14329326
33548,copart123,16326456
33551,copart123,14472596
